Date,Location,Food_Category,Food_Item,Quantity_Produced,Quantity_Sold,Quantity_Wasted,Cost_Per_Unit,Revenue_Per_Unit,Temperature,Customers
2024-09-02 10:38:49.553035356,Bangalore,Vegetables,Potato,350,211,139,14.97,29.34,21.6,320.0
2024-09-02 22:20:05.603735824,Mumbai,Prepared Food,Burger,392,340,52,24.94,34.42,20.2,456.0
2024-09-03 10:01:21.654436292,Chennai,Fruits,Banana,449,301,148,21.67,32.06,27.8,174.0
2024-09-03 21:42:37.705136756,Delhi,Prepared Food,Burger,200,135,65,82.81,116.17,27.5,432.0
2024-09-04 09:23:53.755837224,Mumbai,Dairy,Yogurt,401,315,86,24.04,39.3,37.2,177.0
2024-09-04 21:05:09.806537692,Delhi,Fruits,Mango,442,387,55,49.76,98.97,28.7,488.0
2024-09-05 08:46:25.857238160,Bangalore,Dairy,Milk,364,221,143,75.25,128.08,34.7,473.0
2024-09-05 20:27:41.907938624,Bangalore,Bakery,Croissant,370,265,105,21.37,36.2,36.8,89.0
2024-09-06 08:08:57.958639092,Mumbai,Vegetables,Potato,181,175,6,76.75,126.24,30.6,260.0
2024-09-06 19:50:14.009339560,Hyderabad,Vegetables,Carrot,326,226,100,46.61,71.3,30.0,394.0
2024-09-07 07:31:30.060040024,Hyderabad,Prepared Food,Rice Bowl,328,313,15,61.1,104.21,30.8,144.0
2024-09-07 19:12:46.110740492,Hyderabad,Vegetables,Spinach,432,396,36,35.15,48.93,38.8,102.0
2024-09-08 06:54:02.161440960,Mumbai,Fruits,Mango,336,333,3,64.35,109.63,32.3,367.0
2024-09-08 18:35:18.212141428,Mumbai,Bakery,Cake,493,401,92,90.46,138.97,36.0,398.0
2024-09-09 06:16:34.262841892,Delhi,Prepared Food,Sandwich,444,370,74,29.85,43.36,39.2,432.0
2024-09-09 17:57:50.313542360,Chennai,Vegetables,Tomato,226,165,61,81.33,141.44,36.5,487.0
2024-09-10 05:39:06.364242828,Hyderabad,Vegetables,Tomato,498,477,21,18.44,30.25,40.3,158.0
2024-09-10 17:20:22.414943296,Mumbai,Fruits,Banana,368,368,0,10.58,19.48,35.5,424.0
2024-09-11 05:01:38.465643760,Bangalore,Dairy,Cheese,385,313,72,94.17,147.19,35.6,387.0
2024-09-11 16:42:54.516344228,Chennai,Prepared Food,Pizza,193,126,67,14.09,24.69,25.0,192.0
2024-09-12 04:24:10.567044696,Bangalore,Bakery,Donut,463,306,157,14.52,19.23,32.1,357.0
2024-09-12 16:05:26.617745164,Hyderabad,Bakery,Cake,143,86,57,40.24,65.43,37.0,490.0
2024-09-13 03:46:42.668445628,Delhi,Fruits,Banana,420,337,83,82.13,129.31,36.5,220.0
2024-09-13 15:27:58.719146096,Bangalore,Bakery,Bread,320,260,60,85.16,165.99,28.0,151.0
2024-09-14 03:09:14.769846564,Mumbai,Prepared Food,Rice Bowl,409,400,9,31.1,47.94,20.7,164.0
2024-09-14 14:50:30.820547032,Mumbai,Dairy,Yogurt,458,406,52,63.76,112.05,24.2,77.0
2024-09-15 02:31:46.871247496,Chennai,Dairy,Cheese,470,325,145,41.54,80.55,27.5,318.0
2024-09-15 14:13:02.921947964,Hyderabad,Vegetables,Potato,204,171,33,99.11,150.48,27.5,409.0
2024-09-16 01:54:18.972648432,Hyderabad,Fruits,Mango,309,216,93,85.11,166.38,24.1,257.0
2024-09-16 13:35:35.023348900,Delhi,Dairy,Butter,236,144,92,73.91,110.2,27.5,286.0
2024-09-17 01:16:51.074049364,Bangalore,Bakery,Croissant,166,114,52,52.39,92.38,36.5,497.0
2024-09-17 12:58:07.124749832,Mumbai,Dairy,Yogurt,251,142,109,20.33,39.83,37.3,212.0
2024-09-18 00:39:23.175450300,Chennai,Vegetables,Tomato,143,103,40,74.54,141.57,27.8,189.0
2024-09-18 12:20:39.226150768,Hyderabad,Vegetables,Carrot,345,277,68,75.67,148.17,33.3,389.0
2024-09-19 00:01:55.276851232,Chennai,Bakery,Donut,471,296,175,71.39,140.28,23.0,351.0
2024-09-19 11:43:11.327551700,Hyderabad,Bakery,Bread,477,394,83,41.96,55.88,24.8,140.0
2024-09-19 23:24:27.378252168,Delhi,Dairy,Milk,326,282,44,69.13,133.34,28.8,394.0
2024-09-20 11:05:43.428952636,Mumbai,Vegetables,Tomato,160,151,9,19.4,33.05,30.2,105.0
2024-09-20 22:46:59.479653100,Chennai,Fruits,Apple,296,234,62,90.61,167.49,35.4,356.0
2024-09-21 10:28:15.530353568,Delhi,Fruits,Mango,431,403,28,25.53,43.34,26.5,494.0
2024-09-21 22:09:31.581054036,Delhi,Prepared Food,Sandwich,477,355,122,33.37,66.03,29.5,211.0
2024-09-22 09:50:47.631754504,Delhi,Vegetables,Tomato,484,448,36,29.64,59.06,32.6,298.0
2024-09-22 21:32:03.682454968,Bangalore,Dairy,Cheese,434,259,175,52.96,81.85,28.0,224.0
2024-09-23 09:13:19.733155436,Bangalore,Bakery,Bread,240,148,92,85.11,131.99,40.1,212.0
2024-09-23 20:54:35.783855904,Chennai,Prepared Food,Pizza,382,222,160,51.32,77.61,40.5,55.0
2024-09-24 08:35:51.834556372,Bangalore,Prepared Food,Sandwich,404,372,32,57.84,76.51,30.5,69.0
2024-09-24 20:17:07.885256836,Bangalore,Fruits,Mango,245,137,108,60.6,109.1,21.5,433.0
2024-09-25 07:58:23.935957304,Mumbai,Vegetables,Carrot,162,123,39,16.91,26.18,32.1,465.0
2024-09-25 19:39:39.986657772,Delhi,Dairy,Butter,459,403,56,65.06,101.59,25.6,114.0
2024-09-26 07:20:56.037358240,Delhi,Fruits,Mango,240,201,39,70.82,124.69,21.5,288.0
2024-09-26 19:02:12.088058704,Mumbai,Vegetables,Spinach,307,299,8,47.73,67.67,39.3,336.0
2024-09-27 06:43:28.138759172,Mumbai,Fruits,Banana,258,213,45,38.17,71.97,21.1,413.0
2024-09-27 18:24:44.189459640,Bangalore,Fruits,Orange,224,179,45,35.71,48.71,26.9,419.0
2024-09-28 06:06:00.240160104,Chennai,Prepared Food,Rice Bowl,159,129,30,90.42,159.2,20.2,489.0
2024-09-28 17:47:16.290860572,Delhi,Dairy,Milk,103,84,19,92.36,136.31,38.6,473.0
2024-09-29 05:28:32.341561040,Hyderabad,Dairy,Butter,328,185,143,39.27,52.13,26.0,188.0
2024-09-29 17:09:48.392261508,Delhi,Fruits,Apple,436,279,157,28.98,55.06,38.0,340.0
2024-09-30 04:51:04.442961972,Mumbai,Bakery,Donut,350,194,156,99.79,143.08,30.1,67.0
2024-09-30 16:32:20.493662440,Hyderabad,Bakery,Croissant,428,257,171,15.91,30.56,29.2,421.0
2024-10-01 04:13:36.544362908,Bangalore,Bakery,Donut,336,295,41,49.8,92.53,35.9,363.0
2024-10-01 15:54:52.595063376,Mumbai,Bakery,Bread,215,165,50,24.67,36.11,20.5,454.0
2024-10-02 03:36:08.645763840,Hyderabad,Prepared Food,Pizza,481,327,154,34.99,46.37,40.4,380.0
2024-10-02 15:17:24.696464308,Bangalore,Bakery,Croissant,286,246,40,95.21,175.87,26.9,288.0
2024-10-03 02:58:40.747164776,Delhi,Dairy,Butter,432,368,64,97.64,164.13,26.1,332.0
2024-10-03 14:39:56.797865244,Chennai,Vegetables,Spinach,353,236,117,82.51,120.22,25.0,57.0
2024-10-04 02:21:12.848565708,Delhi,Prepared Food,Sandwich,383,327,56,40.37,77.09,21.8,449.0
2024-10-04 14:02:28.899266176,Chennai,Dairy,Yogurt,279,276,3,78.32,141.7,30.7,480.0
2024-10-05 01:43:44.949966644,Chennai,Vegetables,Carrot,205,132,73,82.49,151.13,23.4,
2024-10-05 13:25:01.000667112,Delhi,Bakery,Cake,485,415,70,21.3,30.24,38.2,79.0
2024-10-06 01:06:17.051367576,Bangalore,Prepared Food,Pizza,240,174,66,67.74,100.38,39.5,485.0
2024-10-06 12:47:33.102068044,Mumbai,Vegetables,Tomato,137,80,57,88.76,164.5,23.1,337.0
2024-10-07 00:28:49.152768512,Bangalore,Vegetables,Potato,104,76,28,69.07,115.67,21.8,373.0
2024-10-07 12:10:05.203468980,Bangalore,Prepared Food,Burger,176,137,39,50.01,82.68,22.6,208.0
2024-10-07 23:51:21.254169444,Chennai,Fruits,Apple,288,240,48,98.67,181.32,29.6,187.0
2024-10-08 11:32:37.304869912,Delhi,Dairy,Cheese,372,299,73,86.55,124.72,40.6,156.0
2024-10-08 23:13:53.355570380,Chennai,Bakery,Croissant,103,62,41,11.46,21.46,20.9,274.0
2024-10-09 10:55:09.406270848,Hyderabad,Fruits,Mango,146,132,14,78.88,116.52,39.0,157.0
2024-10-09 22:36:25.456971312,Mumbai,Fruits,Banana,395,266,129,70.65,133.73,27.1,332.0
2024-10-10 10:17:41.507671780,Bangalore,Bakery,Cake,404,365,39,10.49,13.65,28.3,333.0
2024-10-10 21:58:57.558372248,Chennai,Bakery,Donut,365,241,124,31.0,53.87,36.4,91.0
2024-10-11 09:40:13.609072716,Chennai,Prepared Food,Sandwich,121,85,36,73.12,100.86,41.9,209.0
2024-10-11 21:21:29.659773180,Bangalore,Dairy,Milk,111,100,11,21.37,28.2,33.7,275.0
2024-10-12 09:02:45.710473648,Delhi,Vegetables,Carrot,165,154,11,70.56,127.5,30.8,435.0
2024-10-12 20:44:01.761174116,Bangalore,Bakery,Cake,384,225,159,90.13,153.57,32.4,329.0
2024-10-13 08:25:17.811874584,Chennai,Prepared Food,Sandwich,245,221,24,40.69,79.02,28.9,85.0
2024-10-13 20:06:33.862575048,Chennai,Prepared Food,Burger,455,433,22,81.3,144.18,35.0,67.0
2024-10-14 07:47:49.913275516,Chennai,Fruits,Orange,222,137,85,29.61,52.21,33.9,280.0
2024-10-14 19:29:05.963975984,Hyderabad,Vegetables,Spinach,186,115,71,21.46,29.79,37.9,450.0
2024-10-15 07:10:22.014676452,Delhi,Bakery,Cake,197,112,85,19.31,30.54,36.0,428.0
2024-10-15 18:51:38.065376916,Chennai,Fruits,Apple,386,310,76,42.09,62.21,20.3,337.0
2024-10-16 06:32:54.116077384,Delhi,Prepared Food,Pizza,390,346,44,56.3,76.54,32.1,327.0
2024-10-16 18:14:10.166777852,Chennai,Dairy,Milk,318,262,56,45.09,73.77,23.0,145.0
2024-10-17 05:55:26.217478320,Mumbai,Fruits,Orange,153,99,54,99.6,170.11,37.9,107.0
2024-10-17 17:36:42.268178784,Hyderabad,Prepared Food,Pizza,436,432,4,70.53,125.37,26.9,484.0
2024-10-18 05:17:58.318879252,Delhi,Bakery,Croissant,262,212,50,62.06,110.8,35.4,122.0
2024-10-18 16:59:14.369579720,Mumbai,Vegetables,Carrot,201,200,1,65.73,94.04,20.6,135.0
2024-10-19 04:40:30.420280184,Chennai,Vegetables,Spinach,464,340,124,30.93,45.1,32.1,395.0
2024-10-19 16:21:46.470980652,Mumbai,Fruits,Banana,176,123,53,79.44,139.52,38.3,484.0
2024-10-20 04:03:02.521681120,Mumbai,Vegetables,Carrot,253,180,73,83.81,111.39,31.0,497.0
2024-10-20 15:44:18.572381588,Hyderabad,Vegetables,Potato,319,239,80,97.93,164.65,23.0,480.0
2024-10-21 03:25:34.623082052,Chennai,Fruits,Orange,423,384,39,73.04,134.34,27.4,100.0
2024-10-21 15:06:50.673782520,Chennai,Prepared Food,Rice Bowl,187,181,6,15.12,27.77,35.4,490.0
2024-10-22 02:48:06.724482988,Delhi,Vegetables,Potato,174,143,31,70.85,107.34,28.1,264.0
2024-10-22 14:29:22.775183456,Bangalore,Prepared Food,Pizza,127,111,16,97.24,152.13,21.4,402.0
2024-10-23 02:10:38.825883920,Mumbai,Vegetables,Potato,385,302,83,99.8,161.3,27.8,142.0
2024-10-23 13:51:54.876584388,Hyderabad,Prepared Food,Pizza,457,356,101,65.26,113.0,30.1,471.0
2024-10-24 01:33:10.927284856,Hyderabad,Bakery,Cake,309,242,67,52.97,91.18,32.8,279.0
2024-10-24 13:14:26.977985324,Hyderabad,Fruits,Mango,100,98,2,45.26,63.99,36.2,476.0
2024-10-25 00:55:43.028685788,Hyderabad,Dairy,Butter,170,142,28,88.47,150.74,27.6,341.0
2024-10-25 12:36:59.079386256,Mumbai,Dairy,Butter,398,244,154,63.35,88.93,23.8,462.0
2024-10-26 00:18:15.130086724,Mumbai,Fruits,Orange,286,187,99,63.61,86.28,40.7,481.0
2024-10-26 11:59:31.180787192,Mumbai,Bakery,Donut,165,101,64,84.58,156.34,26.1,302.0
2024-10-26 23:40:47.231487656,Bangalore,Bakery,Croissant,445,330,115,39.31,61.95,33.3,201.0
2024-10-27 11:22:03.282188124,Bangalore,Fruits,Apple,194,135,59,70.5,115.4,37.8,167.0
2024-10-27 23:03:19.332888592,Hyderabad,Fruits,Orange,345,337,8,11.16,16.28,32.5,166.0
2024-10-28 10:44:35.383589060,Chennai,Dairy,Butter,271,202,69,21.44,30.71,30.1,471.0
2024-10-28 22:25:51.434289524,Hyderabad,Prepared Food,Sandwich,463,440,23,27.72,44.6,24.4,245.0
2024-10-29 10:07:07.484989992,Chennai,Bakery,Cake,121,67,54,84.33,146.9,37.3,
2024-10-29 21:48:23.535690460,Mumbai,Prepared Food,Pizza,243,227,16,58.7,101.17,24.9,168.0
2024-10-30 09:29:39.586390928,Bangalore,Bakery,Bread,249,167,82,84.24,155.96,26.2,492.0
2024-10-30 21:10:55.637091392,Bangalore,Dairy,Yogurt,370,359,11,11.11,15.55,36.3,78.0
2024-10-31 08:52:11.687791860,Delhi,Fruits,Banana,210,152,58,56.05,91.83,28.4,171.0
2024-10-31 20:33:27.738492328,Delhi,Vegetables,Carrot,278,236,42,12.32,20.79,31.4,244.0
2024-11-01 08:14:43.789192796,Chennai,Bakery,Donut,426,248,178,80.0,150.05,39.9,162.0
2024-11-01 19:55:59.839893260,Hyderabad,Prepared Food,Burger,365,309,56,50.89,82.24,40.6,394.0
2024-11-02 07:37:15.890593728,Bangalore,Bakery,Donut,467,333,134,32.13,49.82,41.8,476.0
2024-11-02 19:18:31.941294196,Chennai,Bakery,Cake,142,105,37,16.91,22.03,34.7,
2024-11-03 06:59:47.991994664,Hyderabad,Fruits,Mango,331,249,82,25.94,35.51,41.0,441.0
2024-11-03 18:41:04.042695128,Chennai,Prepared Food,Rice Bowl,124,87,37,26.11,48.52,34.9,350.0
2024-11-04 06:22:20.093395596,Delhi,Dairy,Yogurt,213,171,42,80.42,160.42,25.3,287.0
2024-11-04 18:03:36.144096064,Hyderabad,Prepared Food,Burger,292,210,82,76.57,132.36,20.4,324.0
2024-11-05 05:44:52.194796532,Delhi,Dairy,Butter,447,432,15,62.05,116.83,37.7,302.0
2024-11-05 17:26:08.245496996,Bangalore,Bakery,Bread,198,147,51,59.37,93.92,31.4,359.0
2024-11-06 05:07:24.296197464,Mumbai,Vegetables,Spinach,272,194,78,11.0,19.92,32.6,331.0
2024-11-06 16:48:40.346897932,Hyderabad,Prepared Food,Rice Bowl,164,95,69,41.99,74.26,30.6,456.0
2024-11-07 04:29:56.397598400,Bangalore,Prepared Food,Pizza,442,391,51,52.46,88.52,32.5,137.0
2024-11-07 16:11:12.448298864,Mumbai,Fruits,Orange,269,153,116,80.22,135.95,25.7,186.0
2024-11-08 03:52:28.498999332,Hyderabad,Prepared Food,Rice Bowl,386,232,154,76.15,131.52,30.7,392.0
2024-11-08 15:33:44.549699800,Chennai,Vegetables,Tomato,191,121,70,72.46,103.47,27.0,346.0
2024-11-09 03:15:00.600400264,Chennai,Fruits,Apple,137,80,57,12.16,20.79,40.7,422.0
2024-11-09 14:56:16.651100732,Mumbai,Fruits,Apple,245,197,48,59.55,94.4,31.5,239.0
2024-11-10 02:37:32.701801200,Hyderabad,Bakery,Donut,225,220,5,90.16,154.88,37.8,260.0
2024-11-10 14:18:48.752501668,Mumbai,Bakery,Donut,428,363,65,39.47,55.86,24.0,409.0
2024-11-11 02:00:04.803202132,Hyderabad,Dairy,Cheese,480,308,172,62.92,100.58,33.5,97.0
2024-11-11 13:41:20.853902600,Bangalore,Fruits,Orange,109,88,21,74.34,126.77,20.3,430.0
2024-11-12 01:22:36.904603068,Delhi,Bakery,Croissant,290,167,123,37.79,56.89,25.9,192.0
2024-11-12 13:03:52.955303536,Delhi,Fruits,Apple,168,96,72,60.81,107.28,34.9,62.0
2024-11-13 00:45:09.006004000,Chennai,Vegetables,Potato,429,423,6,35.85,68.68,21.1,415.0
2024-11-13 12:26:25.056704468,Chennai,Bakery,Cake,366,299,67,91.29,120.25,24.6,190.0
2024-11-14 00:07:41.107404936,Bangalore,Vegetables,Tomato,172,145,27,56.1,99.65,40.5,152.0
2024-11-14 11:48:57.158105404,Chennai,Prepared Food,Pizza,305,255,50,23.67,36.21,21.2,179.0
2024-11-14 23:30:13.208805868,Bangalore,Bakery,Bread,458,356,102,75.35,117.31,23.2,124.0
2024-11-15 11:11:29.259506336,Chennai,Vegetables,Spinach,313,230,83,10.61,17.68,40.3,433.0
2024-11-15 22:52:45.310206804,Hyderabad,Bakery,Donut,134,127,7,22.88,40.28,34.1,79.0
2024-11-16 10:34:01.360907272,Hyderabad,Fruits,Apple,243,243,0,34.07,63.67,21.8,129.0
2024-11-16 22:15:17.411607736,Bangalore,Vegetables,Carrot,372,210,162,87.15,159.94,23.2,457.0
2024-11-17 09:56:33.462308204,Chennai,Dairy,Yogurt,225,147,78,14.84,26.25,25.1,432.0
2024-11-17 21:37:49.513008672,Bangalore,Fruits,Banana,383,340,43,25.94,33.82,29.8,225.0
2024-11-18 09:19:05.563709140,Mumbai,Prepared Food,Sandwich,427,412,15,95.12,144.49,38.9,442.0
2024-11-18 21:00:21.614409604,Chennai,Prepared Food,Rice Bowl,290,214,76,68.22,118.53,34.0,286.0
2024-11-19 08:41:37.665110072,Mumbai,Fruits,Apple,329,266,63,25.15,47.42,32.1,227.0
2024-11-19 20:22:53.715810540,Hyderabad,Vegetables,Tomato,286,283,3,52.95,98.23,41.6,52.0
2024-11-20 08:04:09.766511008,Mumbai,Vegetables,Carrot,215,131,84,70.39,125.85,28.0,322.0
2024-11-20 19:45:25.817211472,Delhi,Vegetables,Spinach,250,218,32,46.7,89.69,21.0,119.0
2024-11-21 07:26:41.867911940,Bangalore,Fruits,Orange,391,222,169,72.57,126.33,39.0,403.0
2024-11-21 19:07:57.918612408,Delhi,Prepared Food,Burger,340,199,141,97.82,152.44,27.9,426.0
2024-11-22 06:49:13.969312876,Bangalore,Prepared Food,Sandwich,291,197,94,15.68,24.74,30.4,406.0
2024-11-22 18:30:30.020013340,Chennai,Bakery,Donut,439,325,114,46.96,87.92,39.7,355.0
2024-11-23 06:11:46.070713808,Hyderabad,Dairy,Butter,372,283,89,33.1,60.46,31.3,399.0
2024-11-23 17:53:02.121414276,Hyderabad,Bakery,Croissant,424,301,123,92.86,143.14,21.2,250.0
2024-11-24 05:34:18.172114744,Hyderabad,Prepared Food,Sandwich,421,239,182,59.84,99.28,26.2,211.0
2024-11-24 17:15:34.222815208,Mumbai,Prepared Food,Sandwich,465,351,114,75.16,146.57,29.5,265.0
2024-11-25 04:56:50.273515676,Chennai,Vegetables,Spinach,181,125,56,43.73,75.87,35.8,154.0
2024-11-25 16:38:06.324216144,Bangalore,Vegetables,Spinach,186,157,29,66.22,89.85,29.9,162.0
2024-11-26 04:19:22.374916612,Chennai,Prepared Food,Pizza,178,114,64,87.94,114.93,37.1,363.0
2024-11-26 16:00:38.425617076,Bangalore,Vegetables,Carrot,205,118,87,77.91,114.84,31.8,354.0
2024-11-27 03:41:54.476317544,Mumbai,Vegetables,Potato,384,359,25,58.12,110.49,27.2,347.0
2024-11-27 15:23:10.527018012,Mumbai,Fruits,Mango,297,290,7,91.37,123.17,41.8,231.0
2024-11-28 03:04:26.577718480,Mumbai,Bakery,Bread,418,413,5,36.22,57.67,28.3,71.0
2024-11-28 14:45:42.628418944,Chennai,Fruits,Mango,141,141,0,95.81,128.59,26.5,322.0
2024-11-29 02:26:58.679119412,Mumbai,Bakery,Croissant,155,103,52,39.37,51.75,36.7,434.0
2024-11-29 14:08:14.729819880,Chennai,Vegetables,Tomato,297,227,70,95.99,141.38,38.9,
2024-11-30 01:49:30.780520344,Bangalore,Prepared Food,Sandwich,435,303,132,85.28,140.86,20.3,236.0
2024-11-30 13:30:46.831220812,Delhi,Vegetables,Tomato,434,399,35,43.93,69.2,32.0,376.0
2024-12-01 01:12:02.881921280,Bangalore,Fruits,Banana,224,203,21,55.3,102.72,36.3,389.0
2024-12-01 12:53:18.932621748,Chennai,Bakery,Cake,157,155,2,81.38,118.36,24.1,72.0
2024-12-02 00:34:34.983322212,Delhi,Dairy,Milk,126,94,32,76.12,136.23,38.8,268.0
2024-12-02 12:15:51.034022680,Chennai,Bakery,Bread,229,179,50,84.62,140.11,33.6,257.0
2024-12-02 23:57:07.084723148,Mumbai,Prepared Food,Sandwich,178,163,15,27.28,38.25,40.6,200.0
2024-12-03 11:38:23.135423616,Bangalore,Fruits,Banana,142,84,58,83.83,141.95,34.8,55.0
2024-12-03 23:19:39.186124080,Bangalore,Dairy,Yogurt,325,303,22,31.77,50.77,41.3,219.0
2024-12-04 11:00:55.236824548,Delhi,Fruits,Mango,155,125,30,57.35,105.04,35.7,369.0
2024-12-04 22:42:11.287525016,Bangalore,Fruits,Banana,229,160,69,56.56,89.88,24.4,
2024-12-05 10:23:27.338225484,Mumbai,Dairy,Milk,173,119,54,64.88,95.28,28.5,478.0
2024-12-05 22:04:43.388925948,Chennai,Bakery,Bread,412,355,57,45.75,67.34,37.9,373.0
2024-12-06 09:45:59.439626416,Chennai,Bakery,Bread,405,333,72,62.34,112.23,25.3,451.0
2024-12-06 21:27:15.490326884,Bangalore,Prepared Food,Burger,464,399,65,27.59,39.08,40.2,131.0
2024-12-07 09:08:31.541027352,Hyderabad,Bakery,Bread,256,234,22,10.35,17.09,32.8,96.0
2024-12-07 20:49:47.591727816,Hyderabad,Fruits,Mango,304,245,59,54.93,79.74,39.2,395.0
2024-12-08 08:31:03.642428284,Hyderabad,Vegetables,Potato,253,164,89,33.56,58.29,38.2,180.0
2024-12-08 20:12:19.693128752,Bangalore,Dairy,Milk,374,221,153,36.93,59.15,26.9,180.0
2024-12-09 07:53:35.743829220,Bangalore,Fruits,Apple,454,448,6,81.45,159.54,33.7,351.0
2024-12-09 19:34:51.794529684,Chennai,Vegetables,Spinach,409,285,124,50.14,65.88,21.4,193.0
2024-12-10 07:16:07.845230152,Chennai,Dairy,Butter,447,378,69,67.13,96.03,36.5,348.0
2024-12-10 18:57:23.895930620,Hyderabad,Dairy,Cheese,125,124,1,53.43,77.54,41.3,302.0
2024-12-11 06:38:39.946631088,Bangalore,Dairy,Yogurt,497,380,117,52.76,101.75,31.6,318.0
2024-12-11 18:19:55.997331552,Bangalore,Dairy,Butter,248,163,85,48.59,65.0,20.5,136.0
2024-12-12 06:01:12.048032020,Hyderabad,Prepared Food,Pizza,353,241,112,59.56,83.81,36.0,436.0
2024-12-12 17:42:28.098732488,Bangalore,Vegetables,Spinach,199,186,13,61.62,94.84,34.3,183.0
2024-12-13 05:23:44.149432956,Delhi,Prepared Food,Burger,377,224,153,39.51,73.92,33.1,100.0
2024-12-13 17:05:00.200133420,Delhi,Fruits,Banana,254,191,63,17.93,33.06,38.6,60.0
2024-12-14 04:46:16.250833888,Chennai,Fruits,Banana,122,119,3,58.18,101.51,24.3,66.0
2024-12-14 16:27:32.301534356,Chennai,Dairy,Milk,476,271,205,73.39,143.11,36.3,168.0
2024-12-15 04:08:48.352234824,Delhi,Dairy,Butter,218,152,66,14.75,26.67,22.7,495.0
2024-12-15 15:50:04.402935288,Delhi,Fruits,Apple,458,254,204,25.71,46.15,35.7,170.0
2024-12-16 03:31:20.453635756,Chennai,Vegetables,Potato,118,65,53,20.93,37.77,24.0,174.0
2024-12-16 15:12:36.504336224,Hyderabad,Fruits,Orange,482,404,78,54.08,90.32,27.4,358.0
2024-12-17 02:53:52.555036692,Chennai,Vegetables,Potato,311,282,29,26.72,36.33,29.6,63.0
2024-12-17 14:35:08.605737156,Chennai,Dairy,Milk,335,233,102,16.27,31.33,28.5,442.0
2024-12-18 02:16:24.656437624,Chennai,Bakery,Cake,143,121,22,86.7,115.19,21.1,100.0
2024-12-18 13:57:40.707138092,Mumbai,Dairy,Cheese,365,319,46,97.52,162.14,33.5,431.0
2024-12-19 01:38:56.757838560,Bangalore,Bakery,Croissant,319,231,88,51.11,96.7,22.5,123.0
2024-12-19 13:20:12.808539024,Bangalore,Bakery,Donut,131,113,18,61.91,85.65,20.8,229.0
2024-12-20 01:01:28.859239492,Hyderabad,Prepared Food,Pizza,312,172,140,33.62,53.63,20.9,340.0
2024-12-20 12:42:44.909939960,Chennai,Fruits,Banana,345,334,11,39.92,60.71,,221.0
2024-12-21 00:24:00.960640424,Delhi,Prepared Food,Sandwich,276,161,115,88.17,149.47,31.4,62.0
2024-12-21 12:05:17.011340892,Bangalore,Bakery,Donut,309,262,47,53.38,97.71,26.2,370.0
2024-12-21 23:46:33.062041360,Bangalore,Vegetables,Spinach,408,359,49,25.47,42.87,23.6,231.0
2024-12-22 11:27:49.112741828,Chennai,Prepared Food,Pizza,358,285,73,56.38,77.33,36.5,435.0
2024-12-22 23:09:05.163442292,Delhi,Fruits,Mango,181,175,6,87.46,156.24,20.2,440.0
2024-12-23 10:50:21.214142760,Delhi,Dairy,Cheese,115,85,30,62.35,114.5,28.9,446.0
2024-12-23 22:31:37.264843228,Bangalore,Prepared Food,Pizza,407,299,108,34.44,52.4,38.6,297.0
2024-12-24 10:12:53.315543696,Mumbai,Vegetables,Spinach,354,336,18,26.56,48.59,30.4,60.0
2024-12-24 21:54:09.366244160,Chennai,Vegetables,Potato,250,229,21,50.52,74.61,29.7,473.0
2024-12-25 09:35:25.416944628,Mumbai,Prepared Food,Pizza,243,226,17,79.22,126.58,32.4,358.0
2024-12-25 21:16:41.467645096,Delhi,Dairy,Milk,495,361,134,83.5,160.29,21.9,61.0
2024-12-26 08:57:57.518345564,Delhi,Prepared Food,Sandwich,281,181,100,84.66,117.98,40.6,382.0
2024-12-26 20:39:13.569046028,Bangalore,Dairy,Milk,177,171,6,94.44,140.99,27.3,105.0
2024-12-27 08:20:29.619746496,Chennai,Bakery,Donut,355,245,110,28.43,52.84,36.2,310.0
2024-12-27 20:01:45.670446964,Mumbai,Prepared Food,Pizza,109,70,39,95.91,186.35,21.0,341.0
2024-12-28 07:43:01.721147432,Delhi,Bakery,Croissant,197,143,54,66.6,116.43,38.7,476.0
2024-12-28 19:24:17.771847896,Hyderabad,Fruits,Banana,325,282,43,63.38,104.1,22.9,483.0
2024-12-29 07:05:33.822548364,Delhi,Vegetables,Potato,215,186,29,36.03,56.15,34.6,322.0
2024-12-29 18:46:49.873248832,Mumbai,Fruits,Orange,273,191,82,70.66,92.68,27.5,456.0
2024-12-30 06:28:05.923949300,Mumbai,Vegetables,Tomato,423,361,62,94.06,130.91,37.5,288.0
2024-12-30 18:09:21.974649764,Bangalore,Fruits,Orange,315,296,19,42.37,70.98,35.8,76.0
2024-12-31 05:50:38.025350232,Delhi,Vegetables,Spinach,294,273,21,17.49,33.3,30.6,354.0
2024-12-31 17:31:54.076050700,Chennai,Vegetables,Carrot,411,320,91,88.66,128.96,23.5,133.0
2025-01-01 05:13:10.126751168,Chennai,Vegetables,Spinach,244,170,74,87.21,131.99,24.2,111.0
2025-01-01 16:54:26.177451632,Delhi,Vegetables,Spinach,407,241,166,52.45,76.54,23.7,117.0
2025-01-02 04:35:42.228152100,Bangalore,Fruits,Banana,424,287,137,98.93,162.21,23.9,427.0
2025-01-02 16:16:58.278852568,Mumbai,Dairy,Cheese,227,174,53,56.94,78.99,41.2,127.0
2025-01-03 03:58:14.329553036,Chennai,Prepared Food,Sandwich,148,89,59,14.24,18.71,24.2,357.0
